date,currency,instrument,expiry,strike,type,open_interest,mark_iv,underlying_usd,source
2026-08-21,BTC,BTC-25JUN27-84000-C,25JUN27,84000,call,12.5,42.57,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-84000-P,25JUN27,84000,put,0.1,42.57,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-85000-C,25JUN27,85000,call,141,42.53,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-85000-P,25JUN27,85000,put,6.8,42.53,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-86000-C,25JUN27,86000,call,3.7,42.5,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-86000-P,25JUN27,86000,put,0.1,42.5,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-88000-P,25JUN27,88000,put,0.1,42.46,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-88000-C,25JUN27,88000,call,7.3,42.46,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-90000-C,25JUN27,90000,call,101.4,42.43,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-90000-P,25JUN27,90000,put,0.4,42.43,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-92000-P,25JUN27,92000,put,0.1,42.42,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-92000-C,25JUN27,92000,call,14.1,42.42,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-94000-P,25JUN27,94000,put,0,42.42,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-94000-C,25JUN27,94000,call,0.1,42.42,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-95000-C,25JUN27,95000,call,28.7,42.42,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-95000-P,25JUN27,95000,put,20.1,42.42,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-96000-C,25JUN27,96000,call,0,42.48,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-96000-P,25JUN27,96000,put,0,42.48,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-98000-C,25JUN27,98000,call,0,42.5,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-98000-P,25JUN27,98000,put,0,42.5,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-100000-P,25JUN27,100000,put,0.8,42.5,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-100000-C,25JUN27,100000,call,137.6,42.5,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-105000-P,25JUN27,105000,put,0.1,42.64,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-105000-C,25JUN27,105000,call,142.8,42.64,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-110000-C,25JUN27,110000,call,269.5,42.79,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-110000-P,25JUN27,110000,put,0.3,42.79,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-115000-C,25JUN27,115000,call,0.8,43.1,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-115000-P,25JUN27,115000,put,0,43.1,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-120000-C,25JUN27,120000,call,218,43.29,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-120000-P,25JUN27,120000,put,0.1,43.29,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-130000-C,25JUN27,130000,call,706.9,43.86,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-130000-P,25JUN27,130000,put,1.4,43.86,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-140000-P,25JUN27,140000,put,0.5,44.52,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-140000-C,25JUN27,140000,call,219.1,44.52,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-150000-C,25JUN27,150000,call,103.2,45.15,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-150000-P,25JUN27,150000,put,0.1,45.15,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-160000-P,25JUN27,160000,put,0,45.71,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-160000-C,25JUN27,160000,call,521.9,45.71,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-170000-P,25JUN27,170000,put,14.6,46.26,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-170000-C,25JUN27,170000,call,58.3,46.26,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-180000-C,25JUN27,180000,call,2.6,46.91,76743,bykaranteli.com
2026-08-21,BTC,BTC-25JUN27-180000-P,25JUN27,180000,put,0,46.91,76739.82,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-30000-P,25SEP26,30000,put,2633.6,104.97,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-30000-C,25SEP26,30000,call,134,104.97,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-35000-C,25SEP26,35000,call,29.3,90.77,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-35000-P,25SEP26,35000,put,889.2,90.77,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-40000-P,25SEP26,40000,put,2341.9,81.72,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-40000-C,25SEP26,40000,call,34.4,81.72,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-45000-C,25SEP26,45000,call,224.8,71.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-45000-P,25SEP26,45000,put,2182.7,71.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-50000-C,25SEP26,50000,call,30.4,62.27,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-50000-P,25SEP26,50000,put,3691.6,62.27,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-52000-C,25SEP26,52000,call,150,59.12,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-52000-P,25SEP26,52000,put,1302.5,59.12,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-54000-C,25SEP26,54000,call,7.4,55.78,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-54000-P,25SEP26,54000,put,640.4,55.78,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-55000-C,25SEP26,55000,call,143.7,54.22,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-55000-P,25SEP26,55000,put,3000.5,54.22,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-56000-C,25SEP26,56000,call,13.4,52.61,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-56000-P,25SEP26,56000,put,1493.7,52.61,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-58000-P,25SEP26,58000,put,1398.8,49.65,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-58000-C,25SEP26,58000,call,460.8,49.65,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-60000-C,25SEP26,60000,call,839,46.91,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-60000-P,25SEP26,60000,put,5563.8,46.91,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-62000-C,25SEP26,62000,call,597.4,44.41,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-62000-P,25SEP26,62000,put,1160.5,44.41,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-64000-C,25SEP26,64000,call,725.5,42.5,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-64000-P,25SEP26,64000,put,911.1,42.5,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-65000-C,25SEP26,65000,call,1299.7,41.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-65000-P,25SEP26,65000,put,692.4,41.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-66000-P,25SEP26,66000,put,961.4,40.83,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-66000-C,25SEP26,66000,call,973.7,40.83,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-68000-P,25SEP26,68000,put,1432.3,39.53,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-68000-C,25SEP26,68000,call,953.6,39.53,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-70000-C,25SEP26,70000,call,11392.3,38.63,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-70000-P,25SEP26,70000,put,1608.6,38.63,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-72000-P,25SEP26,72000,put,261.5,38.05,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-72000-C,25SEP26,72000,call,3411.5,38.05,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-73000-P,25SEP26,73000,put,0,37.92,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-73000-C,25SEP26,73000,call,0.3,37.92,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-74000-P,25SEP26,74000,put,179.5,37.79,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-74000-C,25SEP26,74000,call,1663.5,37.79,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-75000-P,25SEP26,75000,put,2969.4,37.76,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-75000-C,25SEP26,75000,call,3921.5,37.76,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-76000-C,25SEP26,76000,call,3493.7,37.68,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-76000-P,25SEP26,76000,put,598.8,37.68,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-78000-P,25SEP26,78000,put,625.4,37.81,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-78000-C,25SEP26,78000,call,5445.9,37.81,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-80000-C,25SEP26,80000,call,3843.2,38.13,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-80000-P,25SEP26,80000,put,648.3,38.13,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-82000-C,25SEP26,82000,call,3336.5,38.72,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-82000-P,25SEP26,82000,put,194.9,38.72,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-84000-C,25SEP26,84000,call,2354.2,39.45,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-84000-P,25SEP26,84000,put,34.7,39.45,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-85000-C,25SEP26,85000,call,1236.8,39.89,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-85000-P,25SEP26,85000,put,453,39.89,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-86000-C,25SEP26,86000,call,881.6,40.31,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-86000-P,25SEP26,86000,put,11.6,40.31,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-88000-C,25SEP26,88000,call,658.3,41.36,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-88000-P,25SEP26,88000,put,5.7,41.36,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-90000-C,25SEP26,90000,call,3724.4,42.44,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-90000-P,25SEP26,90000,put,586.2,42.44,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-92000-C,25SEP26,92000,call,488,43.68,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-92000-P,25SEP26,92000,put,4.3,43.68,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-94000-C,25SEP26,94000,call,161.1,44.95,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-94000-P,25SEP26,94000,put,1.9,44.95,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-95000-P,25SEP26,95000,put,147.7,45.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-95000-C,25SEP26,95000,call,1857.9,45.57,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-96000-C,25SEP26,96000,call,301.8,46.23,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-96000-P,25SEP26,96000,put,1,46.23,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-98000-C,25SEP26,98000,call,355.1,47.64,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-98000-P,25SEP26,98000,put,0.1,47.64,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-100000-C,25SEP26,100000,call,5161.6,49.32,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-100000-P,25SEP26,100000,put,430.9,49.32,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-102000-C,25SEP26,102000,call,152.5,50.59,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-102000-P,25SEP26,102000,put,0.4,50.59,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-105000-C,25SEP26,105000,call,1215.6,52.66,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-105000-P,25SEP26,105000,put,104.6,52.66,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-110000-C,25SEP26,110000,call,1347.5,56.02,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-110000-P,25SEP26,110000,put,121,56.02,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-115000-P,25SEP26,115000,put,94.2,59.29,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-115000-C,25SEP26,115000,call,2185.3,59.29,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-120000-C,25SEP26,120000,call,1135.1,61.42,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-120000-P,25SEP26,120000,put,174.5,61.42,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-125000-C,25SEP26,125000,call,2326.9,64.33,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-125000-P,25SEP26,125000,put,21.8,64.33,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-130000-C,25SEP26,130000,call,1425.4,67.69,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-130000-P,25SEP26,130000,put,21.4,67.69,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-135000-C,25SEP26,135000,call,279,69.01,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-135000-P,25SEP26,135000,put,11.5,69.01,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-140000-C,25SEP26,140000,call,1184.8,72.51,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-140000-P,25SEP26,140000,put,1.4,72.51,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-145000-P,25SEP26,145000,put,0.2,74.96,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-145000-C,25SEP26,145000,call,492.9,74.96,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-150000-P,25SEP26,150000,put,4.5,78.24,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-150000-C,25SEP26,150000,call,736.3,78.24,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-155000-P,25SEP26,155000,put,0.1,81.18,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-155000-C,25SEP26,155000,call,364.1,81.18,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-160000-P,25SEP26,160000,put,0.6,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-160000-C,25SEP26,160000,call,1443.4,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-165000-P,25SEP26,165000,put,0,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-165000-C,25SEP26,165000,call,184.2,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-170000-P,25SEP26,170000,put,0,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-170000-C,25SEP26,170000,call,359.5,84.7,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-175000-P,25SEP26,175000,put,3.3,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-175000-C,25SEP26,175000,call,1355.7,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-180000-P,25SEP26,180000,put,10.5,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-180000-C,25SEP26,180000,call,749.8,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-190000-C,25SEP26,190000,call,772.5,84.7,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-190000-P,25SEP26,190000,put,0,84.7,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-200000-P,25SEP26,200000,put,0.1,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-200000-C,25SEP26,200000,call,1010.7,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-220000-P,25SEP26,220000,put,1.8,84.7,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-220000-C,25SEP26,220000,call,223,84.7,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-240000-C,25SEP26,240000,call,212,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-240000-P,25SEP26,240000,put,0,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-260000-P,25SEP26,260000,put,0,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-260000-C,25SEP26,260000,call,291.8,84.7,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-280000-P,25SEP26,280000,put,0,84.72,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-280000-C,25SEP26,280000,call,91.7,84.72,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-300000-C,25SEP26,300000,call,192.2,84.99,74115.45,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-300000-P,25SEP26,300000,put,0,84.99,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-320000-P,25SEP26,320000,put,25.1,85.42,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-25SEP26-320000-C,25SEP26,320000,call,296.8,85.42,74113.88,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-35000-C,26MAR27,35000,call,8.8,59.59,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-35000-P,26MAR27,35000,put,602.9,59.59,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-40000-C,26MAR27,40000,call,81.3,55.16,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-40000-P,26MAR27,40000,put,1678.7,55.16,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-45000-C,26MAR27,45000,call,3.3,52.02,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-45000-P,26MAR27,45000,put,257.9,52.02,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-50000-P,26MAR27,50000,put,2102.4,49.16,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-50000-C,26MAR27,50000,call,20.6,49.16,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-52000-P,26MAR27,52000,put,118.8,48.05,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-52000-C,26MAR27,52000,call,5.3,48.05,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-54000-C,26MAR27,54000,call,0.1,47.09,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-54000-P,26MAR27,54000,put,85.2,47.09,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-55000-P,26MAR27,55000,put,1359.3,46.69,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-55000-C,26MAR27,55000,call,28.6,46.69,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-56000-P,26MAR27,56000,put,109.8,46.3,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-56000-C,26MAR27,56000,call,16.9,46.3,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-58000-C,26MAR27,58000,call,5.1,45.61,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-58000-P,26MAR27,58000,put,134.6,45.61,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-60000-C,26MAR27,60000,call,718,45.01,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-60000-P,26MAR27,60000,put,651.9,45.01,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-62000-C,26MAR27,62000,call,42.9,44.4,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-62000-P,26MAR27,62000,put,345.3,44.4,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-64000-C,26MAR27,64000,call,135.2,43.89,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-64000-P,26MAR27,64000,put,139.8,43.89,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-65000-C,26MAR27,65000,call,374.2,43.68,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-65000-P,26MAR27,65000,put,648.4,43.68,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-66000-C,26MAR27,66000,call,26.5,43.46,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-66000-P,26MAR27,66000,put,119.4,43.46,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-68000-C,26MAR27,68000,call,97.6,43.09,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-68000-P,26MAR27,68000,put,78.7,43.09,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-70000-C,26MAR27,70000,call,828.2,42.76,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-70000-P,26MAR27,70000,put,201.6,42.76,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-72000-P,26MAR27,72000,put,138.4,42.47,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-72000-C,26MAR27,72000,call,95.3,42.47,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-74000-P,26MAR27,74000,put,54.1,42.22,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-74000-C,26MAR27,74000,call,73.2,42.22,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-76000-P,26MAR27,76000,put,19.2,42.03,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-76000-C,26MAR27,76000,call,515.3,42.03,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-78000-P,26MAR27,78000,put,183.1,41.87,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-78000-C,26MAR27,78000,call,531,41.87,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-80000-P,26MAR27,80000,put,139.2,41.75,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-80000-C,26MAR27,80000,call,942.2,41.75,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-82000-P,26MAR27,82000,put,3.9,41.68,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-82000-C,26MAR27,82000,call,961.8,41.68,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-84000-P,26MAR27,84000,put,55.1,41.63,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-84000-C,26MAR27,84000,call,268.1,41.63,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-85000-P,26MAR27,85000,put,0.9,41.63,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-85000-C,26MAR27,85000,call,94.4,41.63,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-86000-P,26MAR27,86000,put,1.8,41.62,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-86000-C,26MAR27,86000,call,136.5,41.62,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-88000-P,26MAR27,88000,put,4.5,41.62,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-88000-C,26MAR27,88000,call,74.7,41.62,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-90000-P,26MAR27,90000,put,14.1,41.66,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-90000-C,26MAR27,90000,call,477.9,41.66,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-92000-C,26MAR27,92000,call,94,41.7,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-92000-P,26MAR27,92000,put,0.6,41.7,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-94000-P,26MAR27,94000,put,9.1,41.77,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-94000-C,26MAR27,94000,call,132.9,41.77,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-95000-P,26MAR27,95000,put,0.4,41.78,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-95000-C,26MAR27,95000,call,343.9,41.78,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-96000-P,26MAR27,96000,put,1.6,41.84,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-96000-C,26MAR27,96000,call,155.6,41.84,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-98000-C,26MAR27,98000,call,81,41.91,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-98000-P,26MAR27,98000,put,0.2,41.91,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-100000-C,26MAR27,100000,call,573.8,42,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-100000-P,26MAR27,100000,put,12.1,42,75859.34,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-102000-C,26MAR27,102000,call,123.8,42.11,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-102000-P,26MAR27,102000,put,0.1,42.11,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-104000-P,26MAR27,104000,put,0.1,42.24,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-104000-C,26MAR27,104000,call,102.7,42.24,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-105000-C,26MAR27,105000,call,200.1,42.31,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-105000-P,26MAR27,105000,put,0.5,42.31,75856.16,bykaranteli.com
2026-08-21,BTC,BTC-26MAR27-106000-C,26MAR27,106000,call,78,42.37,75856.16,bykaranteli.com
