date,currency,dvol,source
2022-10-27,BTC,61.41,bykaranteli.com
2022-10-27,ETH,82.09,bykaranteli.com
2022-10-28,BTC,55.08,bykaranteli.com
2022-10-28,ETH,78.57,bykaranteli.com
2022-10-29,BTC,57.8,bykaranteli.com
2022-10-29,ETH,83.62,bykaranteli.com
2022-10-30,BTC,60.36,bykaranteli.com
2022-10-30,ETH,86.07,bykaranteli.com
2022-10-31,BTC,59.63,bykaranteli.com
2022-10-31,ETH,87.38,bykaranteli.com
2022-11-01,BTC,59.92,bykaranteli.com
2022-11-01,ETH,86.24,bykaranteli.com
2022-11-02,BTC,56.41,bykaranteli.com
2022-11-02,ETH,79.84,bykaranteli.com
2022-11-03,BTC,53.98,bykaranteli.com
2022-11-03,ETH,74.01,bykaranteli.com
2022-11-04,BTC,54.19,bykaranteli.com
2022-11-04,ETH,78.21,bykaranteli.com
2022-11-05,BTC,55.9,bykaranteli.com
2022-11-05,ETH,77.92,bykaranteli.com
2022-11-06,BTC,56.76,bykaranteli.com
2022-11-06,ETH,80.67,bykaranteli.com
2022-11-07,BTC,59.48,bykaranteli.com
2022-11-07,ETH,89.29,bykaranteli.com
2022-11-08,BTC,76.66,bykaranteli.com
2022-11-08,ETH,104.85,bykaranteli.com
2022-11-09,BTC,114.72,bykaranteli.com
2022-11-09,ETH,153.93,bykaranteli.com
2022-11-10,BTC,93.12,bykaranteli.com
2022-11-10,ETH,124.99,bykaranteli.com
2022-11-11,BTC,102.11,bykaranteli.com
2022-11-11,ETH,124.63,bykaranteli.com
2022-11-12,BTC,102.92,bykaranteli.com
2022-11-12,ETH,125.5,bykaranteli.com
2022-11-13,BTC,107.88,bykaranteli.com
2022-11-13,ETH,136.34,bykaranteli.com
2022-11-14,BTC,98.18,bykaranteli.com
2022-11-14,ETH,125.94,bykaranteli.com
2022-11-15,BTC,89.99,bykaranteli.com
2022-11-15,ETH,110.49,bykaranteli.com
2022-11-16,BTC,98.64,bykaranteli.com
2022-11-16,ETH,122.98,bykaranteli.com
2022-11-17,BTC,76.97,bykaranteli.com
2022-11-17,ETH,102.94,bykaranteli.com
2022-11-18,BTC,74.71,bykaranteli.com
2022-11-18,ETH,99.21,bykaranteli.com
2022-11-19,BTC,72.41,bykaranteli.com
2022-11-19,ETH,93.18,bykaranteli.com
2022-11-20,BTC,80.26,bykaranteli.com
2022-11-20,ETH,108.84,bykaranteli.com
2022-11-21,BTC,80.81,bykaranteli.com
2022-11-21,ETH,105.62,bykaranteli.com
2022-11-22,BTC,79.71,bykaranteli.com
2022-11-22,ETH,102.72,bykaranteli.com
2022-11-23,BTC,75.27,bykaranteli.com
2022-11-23,ETH,93.64,bykaranteli.com
2022-11-24,BTC,72.21,bykaranteli.com
2022-11-24,ETH,91.16,bykaranteli.com
2022-11-25,BTC,64.89,bykaranteli.com
2022-11-25,ETH,85.58,bykaranteli.com
2022-11-26,BTC,65.49,bykaranteli.com
2022-11-26,ETH,84.81,bykaranteli.com
2022-11-27,BTC,67.12,bykaranteli.com
2022-11-27,ETH,86.26,bykaranteli.com
2022-11-28,BTC,67.44,bykaranteli.com
2022-11-28,ETH,89.97,bykaranteli.com
2022-11-29,BTC,64.8,bykaranteli.com
2022-11-29,ETH,85.38,bykaranteli.com
2022-11-30,BTC,64.05,bykaranteli.com
2022-11-30,ETH,82.59,bykaranteli.com
2022-12-01,BTC,60.05,bykaranteli.com
2022-12-01,ETH,82.83,bykaranteli.com
2022-12-02,BTC,58.75,bykaranteli.com
2022-12-02,ETH,76.34,bykaranteli.com
2022-12-03,BTC,61.15,bykaranteli.com
2022-12-03,ETH,81.37,bykaranteli.com
2022-12-04,BTC,61.84,bykaranteli.com
2022-12-04,ETH,80.38,bykaranteli.com
2022-12-05,BTC,56.01,bykaranteli.com
2022-12-05,ETH,80.84,bykaranteli.com
2022-12-06,BTC,56.74,bykaranteli.com
2022-12-06,ETH,78.69,bykaranteli.com
2022-12-07,BTC,61.83,bykaranteli.com
2022-12-07,ETH,81.97,bykaranteli.com
2022-12-08,BTC,55.71,bykaranteli.com
2022-12-08,ETH,72.86,bykaranteli.com
2022-12-09,BTC,58.71,bykaranteli.com
2022-12-09,ETH,78.64,bykaranteli.com
2022-12-10,BTC,59.55,bykaranteli.com
2022-12-10,ETH,79.71,bykaranteli.com
2022-12-11,BTC,61.79,bykaranteli.com
2022-12-11,ETH,82.37,bykaranteli.com
2022-12-12,BTC,61.15,bykaranteli.com
2022-12-12,ETH,79.7,bykaranteli.com
2022-12-13,BTC,60.66,bykaranteli.com
2022-12-13,ETH,79.2,bykaranteli.com
2022-12-14,BTC,55.19,bykaranteli.com
2022-12-14,ETH,73.19,bykaranteli.com
2022-12-15,BTC,57.74,bykaranteli.com
2022-12-15,ETH,71.98,bykaranteli.com
2022-12-16,BTC,63.31,bykaranteli.com
2022-12-16,ETH,78.05,bykaranteli.com
2022-12-17,BTC,62.29,bykaranteli.com
2022-12-17,ETH,76.63,bykaranteli.com
2022-12-18,BTC,66.48,bykaranteli.com
2022-12-18,ETH,76.37,bykaranteli.com
2022-12-19,BTC,63.62,bykaranteli.com
2022-12-19,ETH,77.39,bykaranteli.com
2022-12-20,BTC,60.1,bykaranteli.com
2022-12-20,ETH,72.45,bykaranteli.com
2022-12-21,BTC,59.12,bykaranteli.com
2022-12-21,ETH,72.11,bykaranteli.com
2022-12-22,BTC,56.14,bykaranteli.com
2022-12-22,ETH,69.92,bykaranteli.com
2022-12-23,BTC,53.67,bykaranteli.com
2022-12-23,ETH,67,bykaranteli.com
2022-12-24,BTC,52.35,bykaranteli.com
2022-12-24,ETH,68.3,bykaranteli.com
2022-12-25,BTC,53.68,bykaranteli.com
2022-12-25,ETH,71.38,bykaranteli.com
2022-12-26,BTC,53.22,bykaranteli.com
2022-12-26,ETH,68.81,bykaranteli.com
2022-12-27,BTC,54.05,bykaranteli.com
2022-12-27,ETH,69.16,bykaranteli.com
2022-12-28,BTC,57.19,bykaranteli.com
2022-12-28,ETH,70.07,bykaranteli.com
2022-12-29,BTC,54.59,bykaranteli.com
2022-12-29,ETH,68.58,bykaranteli.com
2022-12-30,BTC,49.82,bykaranteli.com
2022-12-30,ETH,63.92,bykaranteli.com
2022-12-31,BTC,48.31,bykaranteli.com
2022-12-31,ETH,63.9,bykaranteli.com
2023-01-01,BTC,46.96,bykaranteli.com
2023-01-01,ETH,61.64,bykaranteli.com
2023-01-02,BTC,50.02,bykaranteli.com
2023-01-02,ETH,62.4,bykaranteli.com
2023-01-03,BTC,48.95,bykaranteli.com
2023-01-03,ETH,62.24,bykaranteli.com
2023-01-04,BTC,46.87,bykaranteli.com
2023-01-04,ETH,60.53,bykaranteli.com
2023-01-05,BTC,45.45,bykaranteli.com
2023-01-05,ETH,58.85,bykaranteli.com
2023-01-06,BTC,43.61,bykaranteli.com
2023-01-06,ETH,59.76,bykaranteli.com
2023-01-07,BTC,42.02,bykaranteli.com
2023-01-07,ETH,58.76,bykaranteli.com
2023-01-08,BTC,42.79,bykaranteli.com
2023-01-08,ETH,58.15,bykaranteli.com
2023-01-09,BTC,44.06,bykaranteli.com
2023-01-09,ETH,61.97,bykaranteli.com
2023-01-10,BTC,45.47,bykaranteli.com
2023-01-10,ETH,62.11,bykaranteli.com
2023-01-11,BTC,47.55,bykaranteli.com
2023-01-11,ETH,63.37,bykaranteli.com
2023-01-12,BTC,51.42,bykaranteli.com
2023-01-12,ETH,66.43,bykaranteli.com
2023-01-13,BTC,61.12,bykaranteli.com
2023-01-13,ETH,70.29,bykaranteli.com
2023-01-14,BTC,73.62,bykaranteli.com
2023-01-14,ETH,81.69,bykaranteli.com
2023-01-15,BTC,70.2,bykaranteli.com
2023-01-15,ETH,78.81,bykaranteli.com
2023-01-16,BTC,64.92,bykaranteli.com
2023-01-16,ETH,76.93,bykaranteli.com
2023-01-17,BTC,63.35,bykaranteli.com
2023-01-17,ETH,75.66,bykaranteli.com
2023-01-18,BTC,63.34,bykaranteli.com
2023-01-18,ETH,75.35,bykaranteli.com
2023-01-19,BTC,56.9,bykaranteli.com
2023-01-19,ETH,68.99,bykaranteli.com
2023-01-20,BTC,59.48,bykaranteli.com
2023-01-20,ETH,67.58,bykaranteli.com
2023-01-21,BTC,65.79,bykaranteli.com
2023-01-21,ETH,71.16,bykaranteli.com
2023-01-22,BTC,61.99,bykaranteli.com
2023-01-22,ETH,70.66,bykaranteli.com
2023-01-23,BTC,64.38,bykaranteli.com
2023-01-23,ETH,71.13,bykaranteli.com
2023-01-24,BTC,61.33,bykaranteli.com
2023-01-24,ETH,69.54,bykaranteli.com
2023-01-25,BTC,61.49,bykaranteli.com
2023-01-25,ETH,66.84,bykaranteli.com
2023-01-26,BTC,57,bykaranteli.com
2023-01-26,ETH,65.15,bykaranteli.com
2023-01-27,BTC,55,bykaranteli.com
2023-01-27,ETH,62.91,bykaranteli.com
2023-01-28,BTC,54.49,bykaranteli.com
2023-01-28,ETH,62.31,bykaranteli.com
2023-01-29,BTC,58.92,bykaranteli.com
2023-01-29,ETH,67.7,bykaranteli.com
2023-01-30,BTC,56.4,bykaranteli.com
2023-01-30,ETH,67.17,bykaranteli.com
2023-01-31,BTC,58.82,bykaranteli.com
2023-01-31,ETH,65.95,bykaranteli.com
2023-02-01,BTC,58.04,bykaranteli.com
2023-02-01,ETH,68.38,bykaranteli.com
2023-02-02,BTC,57.71,bykaranteli.com
2023-02-02,ETH,69.88,bykaranteli.com
2023-02-03,BTC,54.25,bykaranteli.com
2023-02-03,ETH,68.01,bykaranteli.com
2023-02-04,BTC,54.16,bykaranteli.com
2023-02-04,ETH,68.55,bykaranteli.com
2023-02-05,BTC,55.23,bykaranteli.com
2023-02-05,ETH,70.16,bykaranteli.com
2023-02-06,BTC,54.56,bykaranteli.com
2023-02-06,ETH,68.85,bykaranteli.com
2023-02-07,BTC,53.31,bykaranteli.com
2023-02-07,ETH,67.34,bykaranteli.com
2023-02-08,BTC,52.99,bykaranteli.com
2023-02-08,ETH,66.06,bykaranteli.com
2023-02-09,BTC,51.95,bykaranteli.com
2023-02-09,ETH,65.26,bykaranteli.com
2023-02-10,BTC,48.69,bykaranteli.com
2023-02-10,ETH,65.04,bykaranteli.com
2023-02-11,BTC,47.13,bykaranteli.com
2023-02-11,ETH,63.57,bykaranteli.com
2023-02-12,BTC,47.5,bykaranteli.com
2023-02-12,ETH,63.66,bykaranteli.com
2023-02-13,BTC,50.65,bykaranteli.com
2023-02-13,ETH,66.56,bykaranteli.com
2023-02-14,BTC,49.17,bykaranteli.com
2023-02-14,ETH,62.52,bykaranteli.com
2023-02-15,BTC,52.67,bykaranteli.com
2023-02-15,ETH,64.07,bykaranteli.com
2023-02-16,BTC,58.8,bykaranteli.com
2023-02-16,ETH,68.54,bykaranteli.com
2023-02-17,BTC,60.77,bykaranteli.com
2023-02-17,ETH,69.26,bykaranteli.com
2023-02-18,BTC,58.37,bykaranteli.com
2023-02-18,ETH,66.51,bykaranteli.com
2023-02-19,BTC,59.94,bykaranteli.com
2023-02-19,ETH,68.43,bykaranteli.com
2023-02-20,BTC,60.75,bykaranteli.com
2023-02-20,ETH,67.39,bykaranteli.com
2023-02-21,BTC,60.82,bykaranteli.com
2023-02-21,ETH,67.87,bykaranteli.com
2023-02-22,BTC,56.83,bykaranteli.com
2023-02-22,ETH,62.97,bykaranteli.com
2023-02-23,BTC,54.93,bykaranteli.com
2023-02-23,ETH,61.35,bykaranteli.com
2023-02-24,BTC,50.49,bykaranteli.com
2023-02-24,ETH,55.4,bykaranteli.com
2023-02-25,BTC,50.29,bykaranteli.com
2023-02-25,ETH,57.26,bykaranteli.com
2023-02-26,BTC,51.34,bykaranteli.com
2023-02-26,ETH,57.68,bykaranteli.com
2023-02-27,BTC,50.44,bykaranteli.com
2023-02-27,ETH,57.4,bykaranteli.com
2023-02-28,BTC,50.37,bykaranteli.com
2023-02-28,ETH,56.25,bykaranteli.com
2023-03-01,BTC,54.71,bykaranteli.com
2023-03-01,ETH,60.16,bykaranteli.com
2023-03-02,BTC,53.72,bykaranteli.com
2023-03-02,ETH,60.01,bykaranteli.com
2023-03-03,BTC,52.2,bykaranteli.com
2023-03-03,ETH,57.76,bykaranteli.com
2023-03-04,BTC,51.57,bykaranteli.com
2023-03-04,ETH,56.88,bykaranteli.com
2023-03-05,BTC,50.84,bykaranteli.com
2023-03-05,ETH,57.04,bykaranteli.com
2023-03-06,BTC,51.78,bykaranteli.com
2023-03-06,ETH,57.61,bykaranteli.com
2023-03-07,BTC,51.46,bykaranteli.com
2023-03-07,ETH,57.07,bykaranteli.com
2023-03-08,BTC,50.12,bykaranteli.com
2023-03-08,ETH,57.31,bykaranteli.com
2023-03-09,BTC,54.39,bykaranteli.com
2023-03-09,ETH,60.78,bykaranteli.com
2023-03-10,BTC,54.2,bykaranteli.com
2023-03-10,ETH,63.61,bykaranteli.com
2023-03-11,BTC,59.82,bykaranteli.com
2023-03-11,ETH,68.47,bykaranteli.com
2023-03-12,BTC,58.87,bykaranteli.com
2023-03-12,ETH,65.83,bykaranteli.com
2023-03-13,BTC,62.24,bykaranteli.com
2023-03-13,ETH,68.8,bykaranteli.com
2023-03-14,BTC,63.46,bykaranteli.com
2023-03-14,ETH,66.9,bykaranteli.com
2023-03-15,BTC,64.15,bykaranteli.com
2023-03-15,ETH,65.06,bykaranteli.com
2023-03-16,BTC,62.45,bykaranteli.com
2023-03-16,ETH,62.78,bykaranteli.com
2023-03-17,BTC,66.59,bykaranteli.com
2023-03-17,ETH,66.56,bykaranteli.com
2023-03-18,BTC,67.25,bykaranteli.com
2023-03-18,ETH,69.53,bykaranteli.com
2023-03-19,BTC,73.34,bykaranteli.com
2023-03-19,ETH,75.18,bykaranteli.com
2023-03-20,BTC,68.23,bykaranteli.com
2023-03-20,ETH,67.72,bykaranteli.com
2023-03-21,BTC,70.06,bykaranteli.com
2023-03-21,ETH,70.31,bykaranteli.com
2023-03-22,BTC,63.89,bykaranteli.com
2023-03-22,ETH,65.54,bykaranteli.com
2023-03-23,BTC,66.43,bykaranteli.com
2023-03-23,ETH,69.75,bykaranteli.com
2023-03-24,BTC,65.06,bykaranteli.com
2023-03-24,ETH,66.91,bykaranteli.com
2023-03-25,BTC,61.59,bykaranteli.com
2023-03-25,ETH,64.24,bykaranteli.com
2023-03-26,BTC,63.23,bykaranteli.com
2023-03-26,ETH,64.97,bykaranteli.com
2023-03-27,BTC,62.12,bykaranteli.com
2023-03-27,ETH,65.05,bykaranteli.com
2023-03-28,BTC,60.13,bykaranteli.com
2023-03-28,ETH,65.26,bykaranteli.com
2023-03-29,BTC,64.49,bykaranteli.com
2023-03-29,ETH,66.75,bykaranteli.com
2023-03-30,BTC,62.74,bykaranteli.com
2023-03-30,ETH,65.54,bykaranteli.com
2023-03-31,BTC,58.52,bykaranteli.com
2023-03-31,ETH,62.74,bykaranteli.com
2023-04-01,BTC,58.17,bykaranteli.com
2023-04-01,ETH,62.33,bykaranteli.com
2023-04-02,BTC,60.28,bykaranteli.com
2023-04-02,ETH,63.1,bykaranteli.com
2023-04-03,BTC,61.83,bykaranteli.com
2023-04-03,ETH,63.73,bykaranteli.com
2023-04-04,BTC,59.65,bykaranteli.com
2023-04-04,ETH,65.42,bykaranteli.com
2023-04-05,BTC,58.02,bykaranteli.com
2023-04-05,ETH,64.24,bykaranteli.com
2023-04-06,BTC,57.06,bykaranteli.com
2023-04-06,ETH,62.66,bykaranteli.com
2023-04-07,BTC,54.5,bykaranteli.com
2023-04-07,ETH,59.6,bykaranteli.com
2023-04-08,BTC,55.26,bykaranteli.com
2023-04-08,ETH,57.46,bykaranteli.com
2023-04-09,BTC,58.56,bykaranteli.com
2023-04-09,ETH,60.36,bykaranteli.com
2023-04-10,BTC,62.16,bykaranteli.com
2023-04-10,ETH,64.04,bykaranteli.com
2023-04-11,BTC,60.18,bykaranteli.com
2023-04-11,ETH,62.61,bykaranteli.com
2023-04-12,BTC,55.87,bykaranteli.com
2023-04-12,ETH,61.48,bykaranteli.com
2023-04-13,BTC,55.47,bykaranteli.com
2023-04-13,ETH,62.18,bykaranteli.com
2023-04-14,BTC,53.46,bykaranteli.com
2023-04-14,ETH,59.52,bykaranteli.com
2023-04-15,BTC,53.81,bykaranteli.com
2023-04-15,ETH,61.56,bykaranteli.com
2023-04-16,BTC,56.4,bykaranteli.com
2023-04-16,ETH,64.34,bykaranteli.com
2023-04-17,BTC,55.6,bykaranteli.com
2023-04-17,ETH,61.52,bykaranteli.com
2023-04-18,BTC,55.63,bykaranteli.com
2023-04-18,ETH,61.22,bykaranteli.com
2023-04-19,BTC,55.71,bykaranteli.com
2023-04-19,ETH,60.02,bykaranteli.com
2023-04-20,BTC,56.11,bykaranteli.com
2023-04-20,ETH,58.99,bykaranteli.com
2023-04-21,BTC,54.82,bykaranteli.com
2023-04-21,ETH,60.49,bykaranteli.com
2023-04-22,BTC,54.53,bykaranteli.com
2023-04-22,ETH,59.33,bykaranteli.com
2023-04-23,BTC,54.22,bykaranteli.com
2023-04-23,ETH,57.22,bykaranteli.com
2023-04-24,BTC,52.72,bykaranteli.com
2023-04-24,ETH,59.81,bykaranteli.com
2023-04-25,BTC,52.38,bykaranteli.com
2023-04-25,ETH,56.54,bykaranteli.com
2023-04-26,BTC,55.47,bykaranteli.com
2023-04-26,ETH,57.56,bykaranteli.com
2023-04-27,BTC,55.07,bykaranteli.com
2023-04-27,ETH,55.74,bykaranteli.com
2023-04-28,BTC,50.73,bykaranteli.com
2023-04-28,ETH,53.08,bykaranteli.com
2023-04-29,BTC,50.68,bykaranteli.com
2023-04-29,ETH,53.4,bykaranteli.com
2023-04-30,BTC,53.3,bykaranteli.com
2023-04-30,ETH,53.56,bykaranteli.com
2023-05-01,BTC,53.19,bykaranteli.com
2023-05-01,ETH,53.8,bykaranteli.com
2023-05-02,BTC,53.21,bykaranteli.com
2023-05-02,ETH,54.25,bykaranteli.com
2023-05-03,BTC,52.92,bykaranteli.com
2023-05-03,ETH,54.36,bykaranteli.com
2023-05-04,BTC,51.9,bykaranteli.com
2023-05-04,ETH,52.57,bykaranteli.com
2023-05-05,BTC,51.67,bykaranteli.com
2023-05-05,ETH,53.54,bykaranteli.com
2023-05-06,BTC,50.53,bykaranteli.com
2023-05-06,ETH,51.74,bykaranteli.com
2023-05-07,BTC,51.68,bykaranteli.com
2023-05-07,ETH,54.4,bykaranteli.com
2023-05-08,BTC,51.34,bykaranteli.com
2023-05-08,ETH,53.22,bykaranteli.com
2023-05-09,BTC,51.98,bykaranteli.com
2023-05-09,ETH,54.53,bykaranteli.com
2023-05-10,BTC,50.86,bykaranteli.com
2023-05-10,ETH,51.55,bykaranteli.com
2023-05-11,BTC,51.21,bykaranteli.com
2023-05-11,ETH,52.98,bykaranteli.com
2023-05-12,BTC,50.09,bykaranteli.com
2023-05-12,ETH,51.97,bykaranteli.com
2023-05-13,BTC,48.35,bykaranteli.com
2023-05-13,ETH,51.32,bykaranteli.com
2023-05-14,BTC,48.02,bykaranteli.com
2023-05-14,ETH,51.01,bykaranteli.com
2023-05-15,BTC,52.28,bykaranteli.com
2023-05-15,ETH,52.64,bykaranteli.com
2023-05-16,BTC,50.57,bykaranteli.com
2023-05-16,ETH,51.18,bykaranteli.com
2023-05-17,BTC,49.72,bykaranteli.com
2023-05-17,ETH,49.47,bykaranteli.com
2023-05-18,BTC,46.28,bykaranteli.com
2023-05-18,ETH,47.15,bykaranteli.com
2023-05-19,BTC,46.52,bykaranteli.com
2023-05-19,ETH,46.49,bykaranteli.com
2023-05-20,BTC,46.34,bykaranteli.com
2023-05-20,ETH,47.17,bykaranteli.com
2023-05-21,BTC,47.02,bykaranteli.com
2023-05-21,ETH,46.13,bykaranteli.com
2023-05-22,BTC,47.58,bykaranteli.com
2023-05-22,ETH,48.08,bykaranteli.com
2023-05-23,BTC,50.08,bykaranteli.com
2023-05-23,ETH,50.59,bykaranteli.com
2023-05-24,BTC,51.3,bykaranteli.com
2023-05-24,ETH,50.45,bykaranteli.com
2023-05-25,BTC,47.77,bykaranteli.com
2023-05-25,ETH,46.77,bykaranteli.com
2023-05-26,BTC,45.24,bykaranteli.com
2023-05-26,ETH,46.24,bykaranteli.com
2023-05-27,BTC,43.09,bykaranteli.com
2023-05-27,ETH,44.37,bykaranteli.com
2023-05-28,BTC,49.94,bykaranteli.com
2023-05-28,ETH,48.02,bykaranteli.com
2023-05-29,BTC,47.12,bykaranteli.com
2023-05-29,ETH,45.71,bykaranteli.com
2023-05-30,BTC,44.68,bykaranteli.com
2023-05-30,ETH,43.57,bykaranteli.com
2023-05-31,BTC,43.93,bykaranteli.com
2023-05-31,ETH,42.28,bykaranteli.com
2023-06-01,BTC,42.13,bykaranteli.com
2023-06-01,ETH,42.3,bykaranteli.com
2023-06-02,BTC,41.4,bykaranteli.com
2023-06-02,ETH,42.77,bykaranteli.com
2023-06-03,BTC,39.75,bykaranteli.com
2023-06-03,ETH,42.02,bykaranteli.com
2023-06-04,BTC,41.69,bykaranteli.com
2023-06-04,ETH,41.59,bykaranteli.com
2023-06-05,BTC,40.11,bykaranteli.com
2023-06-05,ETH,40.35,bykaranteli.com
2023-06-06,BTC,43.65,bykaranteli.com
2023-06-06,ETH,42.53,bykaranteli.com
2023-06-07,BTC,45.63,bykaranteli.com
2023-06-07,ETH,41.64,bykaranteli.com
2023-06-08,BTC,41.35,bykaranteli.com
2023-06-08,ETH,40.94,bykaranteli.com
2023-06-09,BTC,40.8,bykaranteli.com
2023-06-09,ETH,40.86,bykaranteli.com
2023-06-10,BTC,43.37,bykaranteli.com
2023-06-10,ETH,45.56,bykaranteli.com
2023-06-11,BTC,42.81,bykaranteli.com
2023-06-11,ETH,44.96,bykaranteli.com
2023-06-12,BTC,46.45,bykaranteli.com
2023-06-12,ETH,48.38,bykaranteli.com
2023-06-13,BTC,45.38,bykaranteli.com
2023-06-13,ETH,47.27,bykaranteli.com
2023-06-14,BTC,44.66,bykaranteli.com
2023-06-14,ETH,47.95,bykaranteli.com
2023-06-15,BTC,46.63,bykaranteli.com
2023-06-15,ETH,47.74,bykaranteli.com
2023-06-16,BTC,45.06,bykaranteli.com
2023-06-16,ETH,46.88,bykaranteli.com
2023-06-17,BTC,42.95,bykaranteli.com
2023-06-17,ETH,44.89,bykaranteli.com
2023-06-18,BTC,45.41,bykaranteli.com
2023-06-18,ETH,45.94,bykaranteli.com
2023-06-19,BTC,45.22,bykaranteli.com
2023-06-19,ETH,45.4,bykaranteli.com
2023-06-20,BTC,52.71,bykaranteli.com
2023-06-20,ETH,47.99,bykaranteli.com
2023-06-21,BTC,55.83,bykaranteli.com
2023-06-21,ETH,51.21,bykaranteli.com
2023-06-22,BTC,51.05,bykaranteli.com
2023-06-22,ETH,48.06,bykaranteli.com
2023-06-23,BTC,52.71,bykaranteli.com
2023-06-23,ETH,50.28,bykaranteli.com
2023-06-24,BTC,49.15,bykaranteli.com
2023-06-24,ETH,49.14,bykaranteli.com
2023-06-25,BTC,49.51,bykaranteli.com
2023-06-25,ETH,48.5,bykaranteli.com
2023-06-26,BTC,49.51,bykaranteli.com
2023-06-26,ETH,46.87,bykaranteli.com
2023-06-27,BTC,48.92,bykaranteli.com
2023-06-27,ETH,47.92,bykaranteli.com
2023-06-28,BTC,48.44,bykaranteli.com
2023-06-28,ETH,46.75,bykaranteli.com
2023-06-29,BTC,43.52,bykaranteli.com
2023-06-29,ETH,43.27,bykaranteli.com
2023-06-30,BTC,46.06,bykaranteli.com
2023-06-30,ETH,45.49,bykaranteli.com
2023-07-01,BTC,46.56,bykaranteli.com
2023-07-01,ETH,44.28,bykaranteli.com
2023-07-02,BTC,47.88,bykaranteli.com
2023-07-02,ETH,46.67,bykaranteli.com
2023-07-03,BTC,49.05,bykaranteli.com
2023-07-03,ETH,48.07,bykaranteli.com
2023-07-04,BTC,46.61,bykaranteli.com
2023-07-04,ETH,46.92,bykaranteli.com
2023-07-05,BTC,46.45,bykaranteli.com
2023-07-05,ETH,44.12,bykaranteli.com
2023-07-06,BTC,47.96,bykaranteli.com
2023-07-06,ETH,46.1,bykaranteli.com
2023-07-07,BTC,45.04,bykaranteli.com
2023-07-07,ETH,44.13,bykaranteli.com
2023-07-08,BTC,44.01,bykaranteli.com
2023-07-08,ETH,41.54,bykaranteli.com
2023-07-09,BTC,43.89,bykaranteli.com
2023-07-09,ETH,42.84,bykaranteli.com
2023-07-10,BTC,44.26,bykaranteli.com
2023-07-10,ETH,42.36,bykaranteli.com
2023-07-11,BTC,43.96,bykaranteli.com
2023-07-11,ETH,41.59,bykaranteli.com
2023-07-12,BTC,41.26,bykaranteli.com
2023-07-12,ETH,40.45,bykaranteli.com
2023-07-13,BTC,45.15,bykaranteli.com
2023-07-13,ETH,46.89,bykaranteli.com
2023-07-14,BTC,42.21,bykaranteli.com
2023-07-14,ETH,45.4,bykaranteli.com
2023-07-15,BTC,42.98,bykaranteli.com
2023-07-15,ETH,44.9,bykaranteli.com
2023-07-16,BTC,42.1,bykaranteli.com
2023-07-16,ETH,43.2,bykaranteli.com
2023-07-17,BTC,42.9,bykaranteli.com
2023-07-17,ETH,43.02,bykaranteli.com
2023-07-18,BTC,42.67,bykaranteli.com
2023-07-18,ETH,42.38,bykaranteli.com
2023-07-19,BTC,40.53,bykaranteli.com
2023-07-19,ETH,41.55,bykaranteli.com
2023-07-20,BTC,41.62,bykaranteli.com
2023-07-20,ETH,40.38,bykaranteli.com
2023-07-21,BTC,38.76,bykaranteli.com
2023-07-21,ETH,38.37,bykaranteli.com
2023-07-22,BTC,39.07,bykaranteli.com
2023-07-22,ETH,38.44,bykaranteli.com
2023-07-23,BTC,39.27,bykaranteli.com
2023-07-23,ETH,37.15,bykaranteli.com
2023-07-24,BTC,38.25,bykaranteli.com
2023-07-24,ETH,37.01,bykaranteli.com
2023-07-25,BTC,37.77,bykaranteli.com
2023-07-25,ETH,37.6,bykaranteli.com
2023-07-26,BTC,38.15,bykaranteli.com
2023-07-26,ETH,36.16,bykaranteli.com
2023-07-27,BTC,36.36,bykaranteli.com
2023-07-27,ETH,35.59,bykaranteli.com
2023-07-28,BTC,35.47,bykaranteli.com
2023-07-28,ETH,34.27,bykaranteli.com
2023-07-29,BTC,34.96,bykaranteli.com
2023-07-29,ETH,33.98,bykaranteli.com
2023-07-30,BTC,36.33,bykaranteli.com
2023-07-30,ETH,35.21,bykaranteli.com
2023-07-31,BTC,36.77,bykaranteli.com
2023-07-31,ETH,35.57,bykaranteli.com
2023-08-01,BTC,36.56,bykaranteli.com
2023-08-01,ETH,37.06,bykaranteli.com
2023-08-02,BTC,36.82,bykaranteli.com
2023-08-02,ETH,37.62,bykaranteli.com
2023-08-03,BTC,36.21,bykaranteli.com
2023-08-03,ETH,36.5,bykaranteli.com
2023-08-04,BTC,34.37,bykaranteli.com
2023-08-04,ETH,35.2,bykaranteli.com
2023-08-05,BTC,33.79,bykaranteli.com
2023-08-05,ETH,35.44,bykaranteli.com
2023-08-06,BTC,34.03,bykaranteli.com
2023-08-06,ETH,34.87,bykaranteli.com
2023-08-07,BTC,36.29,bykaranteli.com
2023-08-07,ETH,34.53,bykaranteli.com
2023-08-08,BTC,39.85,bykaranteli.com
2023-08-08,ETH,34.65,bykaranteli.com
2023-08-09,BTC,38.73,bykaranteli.com
2023-08-09,ETH,34.51,bykaranteli.com
2023-08-10,BTC,36.2,bykaranteli.com
2023-08-10,ETH,33.47,bykaranteli.com
2023-08-11,BTC,32.74,bykaranteli.com
2023-08-11,ETH,30.69,bykaranteli.com
2023-08-12,BTC,32.38,bykaranteli.com
2023-08-12,ETH,30.71,bykaranteli.com
2023-08-13,BTC,33.76,bykaranteli.com
2023-08-13,ETH,33.43,bykaranteli.com
2023-08-14,BTC,35.01,bykaranteli.com
