report_date,market_code,market_name,open_interest,hedge_fund_long,hedge_fund_short,institutional_long,institutional_short,other_reportable_long,other_reportable_short,small_trader_long,small_trader_short,source
2022-12-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11146,5854,5282,121,1223,1855,1796,2288,1510,bykaranteli.com
2022-12-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6199,2575,2302,34,581,2055,1323,708,693,bykaranteli.com
2022-12-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25435,4947,7335,0,2299,10235,11569,1170,415,bykaranteli.com
2022-12-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14563,3962,5692,6006,875,1174,1571,1319,841,bykaranteli.com
2022-12-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12145,6513,5763,110,1255,1741,1853,2390,1689,bykaranteli.com
2022-12-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5698,2448,2283,34,655,1921,1285,832,571,bykaranteli.com
2022-12-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,24910,6860,7769,0,2395,10597,11256,1178,399,bykaranteli.com
2022-12-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13989,4176,5677,6455,968,337,1383,1329,880,bykaranteli.com
2022-12-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,11142,5297,5722,114,1279,1963,1119,2340,1573,bykaranteli.com
2022-12-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4736,2064,1694,34,519,1381,1187,849,486,bykaranteli.com
2022-12-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,24838,5460,15119,138,1822,11659,4457,1185,347,bykaranteli.com
2022-12-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15769,4197,7707,6303,1278,2286,1343,1365,864,bykaranteli.com
2022-12-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12461,6781,6662,177,1293,1808,1736,2549,1603,bykaranteli.com
2022-12-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5272,2141,2071,34,608,1980,1328,676,572,bykaranteli.com
2022-12-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22300,5234,10364,138,1657,11175,6643,1258,467,bykaranteli.com
2022-11-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16832,4842,8606,5606,1369,3191,1296,1236,780,bykaranteli.com
2022-11-29,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13112,7104,7167,178,1382,1844,1997,2553,1653,bykaranteli.com
2022-11-29,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5647,2585,2324,34,817,1873,1244,706,600,bykaranteli.com
2022-11-29,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,23446,5465,10596,138,1685,13667,6589,1184,430,bykaranteli.com
2022-11-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,18354,5743,8672,5459,1322,2761,1595,1405,1102,bykaranteli.com
2022-11-22,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,27552,19717,18328,182,1337,2945,2601,2914,2152,bykaranteli.com
2022-11-22,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,6592,3532,2669,34,1009,1587,1339,732,655,bykaranteli.com
2022-11-22,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,58332,39939,36512,212,852,13235,6707,1464,575,bykaranteli.com
2022-11-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,17901,5365,9052,5706,1416,2736,1489,1231,888,bykaranteli.com
2022-11-15,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,27287,18338,18716,147,1338,3708,2198,3009,1998,bykaranteli.com
2022-11-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5653,3386,2420,0,786,691,1332,883,558,bykaranteli.com
2022-11-15,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,31606,10682,13864,138,270,13534,6373,1345,576,bykaranteli.com
2022-11-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14439,3998,7038,6265,1434,962,768,1269,838,bykaranteli.com
2022-11-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20870,14080,15675,87,1097,2589,1353,2684,1408,bykaranteli.com
2022-11-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3246,1247,941,88,515,362,840,921,439,bykaranteli.com
2022-11-08,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20229,3385,14654,138,0,12837,3986,1278,318,bykaranteli.com
2022-11-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12183,2304,5873,6397,1042,450,473,1218,750,bykaranteli.com
2022-11-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19130,11534,13171,60,1224,2951,672,2556,1089,bykaranteli.com
2022-11-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3279,1230,1834,325,277,356,268,884,371,bykaranteli.com
2022-11-01,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,26032,8026,18650,138,1674,12078,4323,1171,213,bykaranteli.com
2022-10-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14854,3525,7875,6309,847,1239,615,1176,819,bykaranteli.com
2022-10-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,23882,12299,14763,30,1379,4439,1338,2758,1392,bykaranteli.com
2022-10-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4808,1394,2557,192,448,1382,432,913,455,bykaranteli.com
2022-10-25,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,46583,26957,35452,138,2646,12777,5511,1306,354,bykaranteli.com
2022-10-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14228,2091,7219,5992,1158,2489,528,1404,761,bykaranteli.com
2022-10-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22416,12879,15343,41,1314,4869,1517,2302,1526,bykaranteli.com
2022-10-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4052,1179,2199,0,489,1661,363,710,527,bykaranteli.com
2022-10-18,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,45160,25943,33611,138,2646,9582,4361,1271,415,bykaranteli.com
2022-10-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15756,3722,8172,5902,1486,2867,746,1007,787,bykaranteli.com
2022-10-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20173,10809,14158,89,1290,5045,1514,2198,1565,bykaranteli.com
2022-10-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3871,1639,1951,0,385,977,363,678,598,bykaranteli.com
2022-10-11,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,46941,26354,30829,138,2797,9661,7512,1102,431,bykaranteli.com
2022-10-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14230,2682,8175,6028,1117,2985,493,1291,838,bykaranteli.com
2022-10-04,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20839,11719,15469,20,1305,4571,1702,2507,1290,bykaranteli.com
2022-10-04,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3812,1448,1374,116,284,986,1045,691,548,bykaranteli.com
2022-10-04,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,39267,17900,24287,138,2175,10638,6898,1135,349,bykaranteli.com
2022-09-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14271,3472,7962,5666,1151,2717,470,1061,864,bykaranteli.com
2022-09-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22790,10139,16578,125,1311,8580,1553,2519,1637,bykaranteli.com
2022-09-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4687,1375,2173,86,238,1754,931,733,625,bykaranteli.com
2022-09-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,57623,40290,33102,138,293,11489,8216,1376,501,bykaranteli.com
2022-09-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13880,3390,7241,5488,1431,2416,463,1107,872,bykaranteli.com
2022-09-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22595,9359,15820,100,1284,8469,1360,2618,1775,bykaranteli.com
2022-09-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4359,1302,1991,98,152,1540,924,716,598,bykaranteli.com
2022-09-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,51893,35014,24779,238,107,10943,8392,1488,652,bykaranteli.com
2022-09-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13089,3420,7045,5653,1394,1641,407,944,750,bykaranteli.com
2022-09-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19504,7846,13267,135,1226,6971,1267,2732,1474,bykaranteli.com
2022-09-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4125,1206,2458,303,110,1204,435,685,478,bykaranteli.com
2022-09-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47432,29529,24179,373,0,12365,6957,1173,649,bykaranteli.com
2022-09-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,15337,4538,8072,5402,1899,2666,704,956,977,bykaranteli.com
2022-09-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17904,5888,11569,185,1148,7011,984,2713,2131,bykaranteli.com
2022-09-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4452,1700,2780,401,146,981,506,638,416,bykaranteli.com
2022-09-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47664,30990,27263,505,0,11674,7385,1094,581,bykaranteli.com
2022-08-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14440,3928,7908,5823,1410,1928,517,996,965,bykaranteli.com
2022-08-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16342,4232,10629,140,1162,7082,793,2695,1569,bykaranteli.com
2022-08-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4155,1578,2662,205,92,1037,372,677,531,bykaranteli.com
2022-08-30,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,44411,28745,29046,489,0,10945,7529,963,526,bykaranteli.com
2022-08-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13302,2804,7502,6368,1144,1597,449,1141,906,bykaranteli.com
2022-08-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24932,3880,17872,186,1138,13473,1296,3248,1582,bykaranteli.com
2022-08-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3978,705,1799,169,30,903,296,798,448,bykaranteli.com
2022-08-23,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,63910,31926,46802,470,0,12604,7327,1246,527,bykaranteli.com
2022-08-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12423,1673,6270,7129,983,619,815,1202,849,bykaranteli.com
2022-08-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19379,2600,12830,168,1106,8559,1207,3490,1402,bykaranteli.com
2022-08-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4014,985,1956,287,0,674,410,828,408,bykaranteli.com
2022-08-16,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,45964,22009,37895,341,0,12971,4282,1283,441,bykaranteli.com
2022-08-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12510,2029,6556,7153,935,445,606,1034,733,bykaranteli.com
2022-08-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19394,2037,12748,157,1032,9960,1400,3008,1325,bykaranteli.com
2022-08-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3481,936,1792,0,96,624,213,1001,439,bykaranteli.com
2022-08-09,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,43759,22648,36079,154,116,13723,6529,1176,333,bykaranteli.com
2022-08-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12849,2233,7094,7082,957,1085,627,1085,748,bykaranteli.com
2022-08-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,18206,1332,11750,188,975,9058,1191,3005,1327,bykaranteli.com
2022-08-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3485,945,1969,0,240,1049,29,789,363,bykaranteli.com
2022-08-02,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,46162,23824,38872,278,856,13721,5415,1155,358,bykaranteli.com
2022-07-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14957,2184,6814,6580,1138,1337,275,1160,921,bykaranteli.com
2022-07-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22196,4484,12265,189,862,6086,1055,3217,2016,bykaranteli.com
2022-07-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3533,1179,1452,0,394,775,226,764,342,bykaranteli.com
2022-07-26,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47484,18573,33717,178,1256,14055,7789,1240,390,bykaranteli.com
2022-07-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14512,2800,8296,6247,1211,2209,275,1360,788,bykaranteli.com
2022-07-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21484,2898,13621,207,908,8738,1436,3636,2011,bykaranteli.com
2022-07-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3608,1331,1718,0,441,808,80,827,431,bykaranteli.com
2022-07-19,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,40910,14558,28927,218,1750,14929,7670,1526,439,bykaranteli.com
2022-07-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13505,2264,7149,6096,1369,2044,287,1247,875,bykaranteli.com
2022-07-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20634,2277,12914,164,833,10258,1654,3319,2337,bykaranteli.com
2022-07-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4312,1836,2197,0,634,1275,218,698,494,bykaranteli.com
2022-07-12,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,42908,15094,25060,138,1754,12710,8439,1191,456,bykaranteli.com
2022-07-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13258,2171,7408,5914,961,2619,471,1058,1016,bykaranteli.com
2022-07-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15400,3327,7917,143,904,5660,2017,3170,2260,bykaranteli.com
2022-07-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3905,1335,2060,0,582,1478,153,711,520,bykaranteli.com
2022-07-05,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,45258,19501,29794,41,1684,13602,10265,1173,400,bykaranteli.com
2022-06-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13707,2478,7597,6526,1088,2095,426,890,1028,bykaranteli.com
2022-06-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15123,3540,7438,130,973,5283,1808,3183,2245,bykaranteli.com
2022-06-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3967,1499,2175,0,449,1449,226,682,577,bykaranteli.com
2022-06-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,33529,9811,21925,138,1489,12358,7346,1120,626,bykaranteli.com
2022-06-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13537,1508,7167,6612,1012,2391,333,1048,1099,bykaranteli.com
2022-06-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21850,3679,14576,181,776,10776,2019,3901,2445,bykaranteli.com
2022-06-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3615,977,1767,0,569,1477,255,780,657,bykaranteli.com
2022-06-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,34662,1717,23694,138,1318,12727,6621,1752,764,bykaranteli.com
2022-06-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12242,1344,6572,6371,1060,2090,395,1008,1122,bykaranteli.com
2022-06-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20756,3306,13355,194,817,10090,2183,3484,1987,bykaranteli.com
2022-06-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3476,899,1785,0,614,1473,210,653,472,bykaranteli.com
2022-06-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,31968,1345,21842,138,386,11550,7373,1585,706,bykaranteli.com
2022-06-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10990,1118,6173,5857,856,1938,311,1063,1024,bykaranteli.com
2022-06-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15437,3294,9317,211,800,6489,1783,3044,1935,bykaranteli.com
2022-06-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3072,1010,1812,0,366,1147,120,770,649,bykaranteli.com
2022-06-07,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,28351,4735,21074,88,386,9663,5867,1256,458,bykaranteli.com
2022-05-31,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10900,1102,6428,5566,572,1962,251,1033,933,bykaranteli.com
2022-05-31,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12161,3815,7295,177,440,4029,1825,2879,1919,bykaranteli.com
2022-05-31,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3086,900,2013,0,322,1241,67,795,441,bykaranteli.com
2022-05-31,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25172,2141,19563,88,280,9461,4353,1165,492,bykaranteli.com
2022-05-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11729,2116,7249,5386,566,2171,682,1072,1104,bykaranteli.com
2022-05-24,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25340,3410,14785,214,415,12027,2976,3424,2656,bykaranteli.com
2022-05-24,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3443,983,2126,0,274,1401,59,752,624,bykaranteli.com
2022-05-24,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,90934,77946,66520,88,240,10853,10066,1288,609,bykaranteli.com
2022-05-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11644,1413,7691,5688,641,2465,433,1081,1012,bykaranteli.com
2022-05-17,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19877,3527,13176,262,421,8772,2674,3451,2290,bykaranteli.com
2022-05-17,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3646,749,2340,0,252,1828,0,738,680,bykaranteli.com
2022-05-17,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,78833,65524,55133,88,0,11381,9575,1259,534,bykaranteli.com
2022-05-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10841,1863,7192,5735,888,1135,220,989,903,bykaranteli.com
2022-05-10,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17355,4871,11462,315,373,5067,2089,3169,1720,bykaranteli.com
2022-05-10,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3443,857,2366,0,249,1673,0,647,515,bykaranteli.com
2022-05-10,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,44843,33310,27936,0,0,9998,7390,1129,394,bykaranteli.com
2022-05-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10051,1496,6834,5831,658,739,246,867,826,bykaranteli.com
2022-05-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,10914,1723,6168,289,323,3152,1342,2947,1637,bykaranteli.com
2022-05-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2981,888,2161,0,128,1051,37,772,402,bykaranteli.com
2022-05-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,38453,28123,22652,0,0,8565,5577,1330,583,bykaranteli.com
2022-04-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10709,1714,6812,6147,523,654,686,942,928,bykaranteli.com
2022-04-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20840,7260,16452,212,219,6933,1580,3563,1417,bykaranteli.com
2022-04-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3745,1235,2616,0,126,1234,110,701,353,bykaranteli.com
2022-04-26,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,45357,29181,9682,0,0,10399,5282,1431,236,bykaranteli.com
2022-04-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11276,1194,6226,6214,570,833,1067,1155,786,bykaranteli.com
2022-04-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20968,7846,17320,178,219,7125,983,3850,1056,bykaranteli.com
2022-04-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3254,884,2417,0,63,961,30,979,298,bykaranteli.com
2022-04-19,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,49402,32545,7934,138,0,11273,4682,1489,238,bykaranteli.com
2022-04-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10632,1374,6654,6110,807,656,230,1058,786,bykaranteli.com
2022-04-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21609,6584,17947,184,308,9054,1187,3674,1252,bykaranteli.com
2022-04-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3287,921,2437,0,122,981,30,992,311,bykaranteli.com
2022-04-12,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,31542,16711,9128,88,0,9890,4788,1592,320,bykaranteli.com
2022-04-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11374,1507,6702,6674,635,722,1159,1322,681,bykaranteli.com
2022-04-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15386,1865,12319,184,345,8075,1011,4043,910,bykaranteli.com
2022-04-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3501,990,2568,12,0,1017,245,1172,359,bykaranteli.com
2022-04-05,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,23482,3921,19266,98,0,10578,3947,2000,178,bykaranteli.com
2022-03-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12024,1788,7133,6812,614,1140,1836,1302,620,bykaranteli.com
2022-03-29,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15095,1903,12192,191,291,8200,628,3964,846,bykaranteli.com
2022-03-29,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3411,900,2583,46,0,1050,236,1158,283,bykaranteli.com
2022-03-29,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22168,3117,18958,88,0,9938,3033,1522,156,bykaranteli.com
2022-03-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11274,1159,6807,6289,816,1003,1253,1263,782,bykaranteli.com
2022-03-22,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25583,10009,8642,191,263,2826,8684,4082,1074,bykaranteli.com
2022-03-22,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3358,943,2233,0,106,1060,364,1033,312,bykaranteli.com
2022-03-22,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,29130,14470,21925,88,0,12023,4713,2529,174,bykaranteli.com
2022-03-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10198,982,6512,5957,902,1048,789,1029,766,bykaranteli.com
2022-03-15,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15578,6055,8364,227,261,2447,3083,3778,1213,bykaranteli.com
2022-03-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2879,832,1972,0,169,974,29,915,553,bykaranteli.com
2022-03-15,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,25167,12081,12552,88,0,11191,5073,1600,552,bykaranteli.com
2022-03-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9591,906,6174,5893,925,934,735,950,793,bykaranteli.com
2022-03-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12031,2383,6809,175,263,3650,1734,3741,1280,bykaranteli.com
2022-03-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3158,1108,2159,0,238,1028,29,849,555,bykaranteli.com
2022-03-08,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,22053,8403,16988,88,0,10859,4747,1482,205,bykaranteli.com
2022-03-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9980,1036,6299,5862,843,1098,1303,1198,761,bykaranteli.com
2022-03-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12364,3532,7258,176,254,3262,3020,4060,1028,bykaranteli.com
2022-03-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3104,749,1938,0,214,1221,235,920,472,bykaranteli.com
2022-03-01,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,19406,996,16238,88,0,11203,2894,1304,269,bykaranteli.com
2022-02-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11007,1365,7243,6025,821,1098,981,1338,799,bykaranteli.com
2022-02-22,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16623,4978,8483,162,92,3708,2869,4264,1467,bykaranteli.com
2022-02-22,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3782,992,2442,0,182,1274,71,881,564,bykaranteli.com
2022-02-22,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,33643,16977,12347,88,0,10559,4819,1540,322,bykaranteli.com
2022-02-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10646,1103,6396,6118,718,1100,1637,1364,936,bykaranteli.com
2022-02-15,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16663,6390,9865,182,91,3313,3130,4720,1339,bykaranteli.com
2022-02-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3539,853,2065,0,135,1332,421,981,568,bykaranteli.com
2022-02-15,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,28261,15307,22309,88,0,10866,4723,1696,356,bykaranteli.com
2022-02-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9886,1045,6361,5856,655,864,1339,1474,966,bykaranteli.com
2022-02-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12929,2990,8192,236,78,3235,1830,4258,1185,bykaranteli.com
2022-02-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3262,396,2044,0,97,1323,134,975,411,bykaranteli.com
2022-02-08,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,30766,16059,25579,88,0,10718,4805,1672,346,bykaranteli.com
